Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A)
L_XFL4015-181ME,L,180 nH,footprints:XFL4015,https://www.coilcraft.com/getmedia/84927b8b-f089-421b-a7f4-a0fa23afe908/xfl4015.pdf,INDUCTOR SMD 180 nH ±20% AEC-Q200,Coilcraft,XFL4015-181ME,±20%,XFL4015,https://www.trustedparts.com/en/search/XFL4015-181ME,0.0
L_XFL4015-331ME,L,330 nH,footprints:XFL4015,https://www.coilcraft.com/getmedia/84927b8b-f089-421b-a7f4-a0fa23afe908/xfl4015.pdf,INDUCTOR SMD 330 nH ±20% AEC-Q200,Coilcraft,XFL4015-331ME,±20%,XFL4015,https://www.trustedparts.com/en/search/XFL4015-331ME,0.0
L_XFL4015-471ME,L,470 nH,footprints:XFL4015,https://www.coilcraft.com/getmedia/84927b8b-f089-421b-a7f4-a0fa23afe908/xfl4015.pdf,INDUCTOR SMD 470 nH ±20% AEC-Q200,Coilcraft,XFL4015-471ME,±20%,XFL4015,https://www.trustedparts.com/en/search/XFL4015-471ME,0.0
L_XFL4015-701ME,L,700 nH,footprints:XFL4015,https://www.coilcraft.com/getmedia/84927b8b-f089-421b-a7f4-a0fa23afe908/xfl4015.pdf,INDUCTOR SMD 700 nH ±20% AEC-Q200,Coilcraft,XFL4015-701ME,±20%,XFL4015,https://www.trustedparts.com/en/search/XFL4015-701ME,0.0
L_XFL4015-122ME,L,1.2 µH,footprints:XFL4015,https://www.coilcraft.com/getmedia/84927b8b-f089-421b-a7f4-a0fa23afe908/xfl4015.pdf,INDUCTOR SMD 1.2 µH ±20% AEC-Q200,Coilcraft,XFL4015-122ME,±20%,XFL4015,https://www.trustedparts.com/en/search/XFL4015-122ME,0.0
